date,pnj_buy,pnj_sell,sjc_buy,sjc_sell
2020-02-25,43600.0,44200.0,43600.0,44000.0
2020-02-26,43600.0,44200.0,43600.0,44000.0
2020-02-27,43600.0,44200.0,43600.0,44000.0
2020-02-28,43600.0,44200.0,43600.0,44000.0
2020-02-29,43600.0,44200.0,43600.0,44000.0
2020-03-01,43600.0,44200.0,43600.0,44000.0
2020-03-02,43600.0,44200.0,43600.0,44000.0
2020-03-03,43600.0,44200.0,43600.0,44000.0
2020-03-04,43600.0,44200.0,43600.0,44000.0
2020-03-05,43600.0,44200.0,43600.0,44000.0
2020-03-06,43600.0,44200.0,43600.0,44000.0
2020-03-07,43600.0,44200.0,43600.0,44000.0
2020-03-08,43600.0,44200.0,43600.0,44000.0
2020-03-09,43600.0,44200.0,43600.0,44000.0
2020-03-10,43600.0,44200.0,43600.0,44000.0
2020-03-11,43600.0,44200.0,43600.0,44000.0
2020-03-12,43600.0,44200.0,43600.0,44000.0
2020-03-13,43600.0,44200.0,43600.0,44000.0
2020-03-14,43600.0,44200.0,43600.0,44000.0
2020-03-15,43600.0,44200.0,43600.0,44000.0
2020-03-16,43600.0,44200.0,43600.0,44000.0
2020-03-17,43600.0,44200.0,43600.0,44000.0
2020-03-18,43600.0,44200.0,43600.0,44000.0
2020-03-19,43600.0,44200.0,43600.0,44000.0
2020-03-20,43600.0,44200.0,43600.0,44000.0
2020-03-21,43600.0,44200.0,43600.0,44000.0
2020-03-22,43600.0,44200.0,43600.0,44000.0
2020-03-23,43600.0,44200.0,43600.0,44000.0
2020-03-24,43600.0,44200.0,43600.0,44000.0
2020-03-25,43600.0,44200.0,43600.0,44000.0
2020-03-26,43600.0,44200.0,43600.0,44000.0
2020-03-27,43600.0,44200.0,43600.0,44000.0
2020-03-28,43600.0,44200.0,43600.0,44000.0
2020-03-29,43600.0,44200.0,43600.0,44000.0
2020-03-30,43600.0,44200.0,43600.0,44000.0
2020-03-31,43600.0,44200.0,43600.0,44000.0
2020-04-01,43600.0,44200.0,43600.0,44000.0
2020-04-02,43600.0,44200.0,43600.0,44000.0
2020-04-03,44900.0,46100.0,47000.0,48300.0
2020-04-04,44900.0,46100.0,47000.0,48300.0
2020-04-05,44900.0,46100.0,47000.0,48300.0
2020-04-06,44900.0,46100.0,47000.0,48300.0
2020-04-07,44900.0,46100.0,47000.0,48300.0
2020-04-08,44900.0,46100.0,47000.0,48300.0
2020-04-09,44900.0,46100.0,47000.0,48300.0
2020-04-10,44900.0,46100.0,47000.0,48300.0
2020-04-11,44900.0,46100.0,47000.0,48300.0
2020-04-12,44900.0,46100.0,47000.0,48300.0
2020-04-13,44900.0,46100.0,47000.0,48300.0
2020-04-14,44900.0,46100.0,47000.0,48300.0
2020-04-15,44900.0,46100.0,47000.0,48300.0
2020-04-16,44900.0,46100.0,47000.0,48300.0
2020-04-17,44900.0,46100.0,47000.0,48300.0
2020-04-18,44900.0,46100.0,47000.0,48300.0
2020-04-19,44900.0,46100.0,47000.0,48300.0
2020-04-20,44900.0,46100.0,47000.0,48300.0
2020-04-21,44900.0,46100.0,47000.0,48300.0
2020-04-22,44900.0,46100.0,47000.0,48300.0
2020-04-23,44900.0,46100.0,47000.0,48300.0
2020-04-24,44900.0,46100.0,47000.0,48300.0
2020-04-25,44900.0,46100.0,47000.0,48300.0
2020-04-26,44900.0,46100.0,47000.0,48300.0
2020-04-27,44900.0,46100.0,47000.0,48300.0
2020-04-28,44900.0,46100.0,47000.0,48300.0
2020-04-29,44900.0,46100.0,47000.0,48300.0
2020-04-30,44900.0,46100.0,47000.0,48300.0
2020-05-01,44900.0,46100.0,47000.0,48300.0
2020-05-02,44900.0,46100.0,47000.0,48300.0
2020-05-03,44900.0,46100.0,47000.0,48300.0
2020-05-04,44900.0,46100.0,47000.0,48300.0
2020-05-05,44900.0,46100.0,47000.0,48300.0
2020-05-06,44900.0,46100.0,47000.0,48300.0
2020-05-07,44900.0,46100.0,47000.0,48300.0
2020-05-08,44900.0,46100.0,47000.0,48300.0
2020-05-09,44900.0,46100.0,47000.0,48300.0
2020-05-10,44900.0,46100.0,47000.0,48300.0
2020-05-11,44900.0,46100.0,47000.0,48300.0
2020-05-12,44900.0,46100.0,47000.0,48300.0
2020-05-13,44900.0,46100.0,47000.0,48300.0
2020-05-14,44900.0,46100.0,47000.0,48300.0
2020-05-15,44900.0,46100.0,47000.0,48300.0
2020-05-16,44900.0,46100.0,47000.0,48300.0
2020-05-17,44900.0,46100.0,47000.0,48300.0
2020-05-18,44900.0,46100.0,47000.0,48300.0
2020-05-19,44900.0,46100.0,47000.0,48300.0
2020-05-20,44900.0,46100.0,47000.0,48300.0
2020-05-21,44900.0,46100.0,47000.0,48300.0
2020-05-22,44900.0,46100.0,47000.0,48300.0
2020-05-23,44900.0,46100.0,47000.0,48300.0
2020-05-24,44900.0,46100.0,47000.0,48300.0
2020-05-25,44900.0,46100.0,47000.0,48300.0
2020-05-26,44900.0,46100.0,47000.0,48300.0
2020-05-27,44900.0,46100.0,47000.0,48300.0
2020-05-28,44900.0,46100.0,47000.0,48300.0
2020-05-29,44900.0,46100.0,47000.0,48300.0
2020-05-30,44900.0,46100.0,47000.0,48300.0
2020-05-31,44900.0,46100.0,47000.0,48300.0
2020-06-01,44900.0,46100.0,47000.0,48300.0
2020-06-02,44900.0,46100.0,47000.0,48300.0
2020-06-03,44900.0,46100.0,47000.0,48300.0
2020-06-04,44900.0,46100.0,47000.0,48300.0
2020-06-05,44900.0,46100.0,47000.0,48300.0
2020-06-06,44900.0,46100.0,47000.0,48300.0
2020-06-07,44900.0,46100.0,47000.0,48300.0
2020-06-08,44900.0,46100.0,47000.0,48300.0
2020-06-09,44900.0,46100.0,47000.0,48300.0
2020-06-10,44900.0,46100.0,47000.0,48300.0
2020-06-11,44900.0,46100.0,47000.0,48300.0
2020-06-12,44900.0,46100.0,47000.0,48300.0
2020-06-13,44900.0,46100.0,47000.0,48300.0
2020-06-14,44900.0,46100.0,47000.0,48300.0
2020-06-15,44900.0,46100.0,47000.0,48300.0
2020-06-16,44900.0,46100.0,47000.0,48300.0
2020-06-17,44900.0,46100.0,47000.0,48300.0
2020-06-18,44900.0,46100.0,47000.0,48300.0
2020-06-19,44900.0,46100.0,47000.0,48300.0
2020-06-20,44900.0,46100.0,47000.0,48300.0
2020-06-21,44900.0,46100.0,47000.0,48300.0
2020-06-22,44900.0,46100.0,47000.0,48300.0
2020-06-23,44900.0,46100.0,47000.0,48300.0
2020-06-24,44900.0,46100.0,47000.0,48300.0
2020-06-25,44900.0,46100.0,47000.0,48300.0
2020-06-26,44900.0,46100.0,47000.0,48300.0
2020-06-27,44900.0,46100.0,47000.0,48300.0
2020-06-28,44900.0,46100.0,47000.0,48300.0
2020-06-29,44900.0,46100.0,47000.0,48300.0
2020-06-30,44900.0,46100.0,47000.0,48300.0
2020-07-01,44900.0,46100.0,47000.0,48300.0
2020-07-02,44900.0,46100.0,47000.0,48300.0
2020-07-03,44900.0,46100.0,47000.0,48300.0
2020-07-04,44900.0,46100.0,47000.0,48300.0
2020-07-05,44900.0,46100.0,47000.0,48300.0
2020-07-06,44900.0,46100.0,47000.0,48300.0
2020-07-07,44900.0,46100.0,47000.0,48300.0
2020-07-08,44900.0,46100.0,47000.0,48300.0
2020-07-09,44900.0,46100.0,47000.0,48300.0
2020-07-10,44900.0,46100.0,47000.0,48300.0
2020-07-11,44900.0,46100.0,47000.0,48300.0
2020-07-12,44900.0,46100.0,47000.0,48300.0
2020-07-13,44900.0,46100.0,47000.0,48300.0
2020-07-14,44900.0,46100.0,47000.0,48300.0
2020-07-15,44900.0,46100.0,47000.0,48300.0
2020-07-16,44900.0,46100.0,47000.0,48300.0
2020-07-17,44900.0,46100.0,47000.0,48300.0
2020-07-18,44900.0,46100.0,47000.0,48300.0
2020-07-19,44900.0,46100.0,47000.0,48300.0
2020-07-20,44900.0,46100.0,47000.0,48300.0
2020-07-21,44900.0,46100.0,47000.0,48300.0
2020-07-22,44900.0,46100.0,47000.0,48300.0
2020-07-23,44900.0,46100.0,47000.0,48300.0
2020-07-24,44900.0,46100.0,47000.0,48300.0
2020-07-25,44900.0,46100.0,47000.0,48300.0
2020-07-26,44900.0,46100.0,47000.0,48300.0
2020-07-27,44900.0,46100.0,47000.0,48300.0
2020-07-28,44900.0,46100.0,47000.0,48300.0
2020-07-29,44900.0,46100.0,47000.0,48300.0
2020-07-30,44900.0,46100.0,47000.0,48300.0
2020-07-31,44900.0,46100.0,47000.0,48300.0
2020-08-01,44900.0,46100.0,47000.0,48300.0
2020-08-02,44900.0,46100.0,47000.0,48300.0
2020-08-03,44900.0,46100.0,47000.0,48300.0
2020-08-04,44900.0,46100.0,47000.0,48300.0
2020-08-05,44900.0,46100.0,47000.0,48300.0
2020-08-06,44900.0,46100.0,47000.0,48300.0
2020-08-07,44900.0,46100.0,47000.0,48300.0
2020-08-08,44900.0,46100.0,47000.0,48300.0
2020-08-09,44900.0,46100.0,47000.0,48300.0
2020-08-10,44900.0,46100.0,47000.0,48300.0
2020-08-11,44900.0,46100.0,47000.0,48300.0
2020-08-12,44900.0,46100.0,47000.0,48300.0
2020-08-13,44900.0,46100.0,47000.0,48300.0
2020-08-14,44900.0,46100.0,47000.0,48300.0
2020-08-15,44900.0,46100.0,47000.0,48300.0
2020-08-16,44900.0,46100.0,47000.0,48300.0
2020-08-17,44900.0,46100.0,47000.0,48300.0
2020-08-18,44900.0,46100.0,47000.0,48300.0
2020-08-19,44900.0,46100.0,47000.0,48300.0
2020-08-20,44900.0,46100.0,47000.0,48300.0
2020-08-21,44900.0,46100.0,47000.0,48300.0
2020-08-22,44900.0,46100.0,47000.0,48300.0
2020-08-23,44900.0,46100.0,47000.0,48300.0
2020-08-24,44900.0,46100.0,47000.0,48300.0
2020-08-25,44900.0,46100.0,47000.0,48300.0
2020-08-26,44900.0,46100.0,47000.0,48300.0
2020-08-27,44900.0,46100.0,47000.0,48300.0
2020-08-28,44900.0,46100.0,47000.0,48300.0
2020-08-29,44900.0,46100.0,47000.0,48300.0
2020-08-30,44900.0,46100.0,47000.0,48300.0
2020-08-31,44900.0,46100.0,47000.0,48300.0
2020-09-01,44900.0,46100.0,47000.0,48300.0
2020-09-02,44900.0,46100.0,47000.0,48300.0
2020-09-03,44900.0,46100.0,47000.0,48300.0
2020-09-04,44900.0,46100.0,47000.0,48300.0
2020-09-05,44900.0,46100.0,47000.0,48300.0
2020-09-06,44900.0,46100.0,47000.0,48300.0
2020-09-07,44900.0,46100.0,47000.0,48300.0
2020-09-08,44900.0,46100.0,47000.0,48300.0
2020-09-09,44900.0,46100.0,47000.0,48300.0
2020-09-10,44900.0,46100.0,47000.0,48300.0
2020-09-11,44900.0,46100.0,47000.0,48300.0
2020-09-12,44900.0,46100.0,47000.0,48300.0
2020-09-13,44900.0,46100.0,47000.0,48300.0
2020-09-14,44900.0,46100.0,47000.0,48300.0
2020-09-15,44900.0,46100.0,47000.0,48300.0
2020-09-16,44900.0,46100.0,47000.0,48300.0
2020-09-17,44900.0,46100.0,47000.0,48300.0
2020-09-18,44900.0,46100.0,47000.0,48300.0
2020-09-19,44900.0,46100.0,47000.0,48300.0
2020-09-20,44900.0,46100.0,47000.0,48300.0
2020-09-21,44900.0,46100.0,47000.0,48300.0
2020-09-22,44900.0,46100.0,47000.0,48300.0
2020-09-23,44900.0,46100.0,47000.0,48300.0
2020-09-24,44900.0,46100.0,47000.0,48300.0
2020-09-25,44900.0,46100.0,47000.0,48300.0
2020-09-26,44900.0,46100.0,47000.0,48300.0
2020-09-27,44900.0,46100.0,47000.0,48300.0
2020-09-28,44900.0,46100.0,47000.0,48300.0
2020-09-29,44900.0,46100.0,47000.0,48300.0
2020-09-30,44900.0,46100.0,47000.0,48300.0
2020-10-01,44900.0,46100.0,47000.0,48300.0
2020-10-02,44900.0,46100.0,47000.0,48300.0
2020-10-03,44900.0,46100.0,47000.0,48300.0
2020-10-04,44900.0,46100.0,47000.0,48300.0
2020-10-05,44900.0,46100.0,47000.0,48300.0
2020-10-06,44900.0,46100.0,47000.0,48300.0
2020-10-07,44900.0,46100.0,47000.0,48300.0
2020-10-08,44900.0,46100.0,47000.0,48300.0
2020-10-09,44900.0,46100.0,47000.0,48300.0
2020-10-10,44900.0,46100.0,47000.0,48300.0
2020-10-11,44900.0,46100.0,47000.0,48300.0
2020-10-12,44900.0,46100.0,47000.0,48300.0
2020-10-13,44900.0,46100.0,47000.0,48300.0
2020-10-14,44900.0,46100.0,47000.0,48300.0
2020-10-15,44900.0,46100.0,47000.0,48300.0
2020-10-16,44900.0,46100.0,47000.0,48300.0
2020-10-17,44900.0,46100.0,47000.0,48300.0
2020-10-18,44900.0,46100.0,47000.0,48300.0
2020-10-19,44900.0,46100.0,47000.0,48300.0
2020-10-20,53600.0,54100.0,55900.0,56300.0
2020-10-21,53600.0,54100.0,55900.0,56300.0
2020-10-22,53600.0,54100.0,55900.0,56300.0
2020-10-23,53600.0,54100.0,55900.0,56300.0
2020-10-24,53600.0,54100.0,55900.0,56300.0
2020-10-25,53600.0,54100.0,55900.0,56300.0
2020-10-26,53600.0,54100.0,55900.0,56300.0
2020-10-27,53600.0,54100.0,55900.0,56300.0
2020-10-28,53600.0,54100.0,55900.0,56300.0
2020-10-29,53600.0,54100.0,55900.0,56300.0
2020-10-30,53600.0,54100.0,55900.0,56300.0
2020-10-31,53450.0,53950.0,55850.0,56300.0
2020-11-01,53450.0,53950.0,55850.0,56300.0
2020-11-02,53450.0,53950.0,55850.0,56300.0
2020-11-03,53450.0,53950.0,55850.0,56300.0
2020-11-04,53450.0,53950.0,55850.0,56300.0
2020-11-05,53450.0,53950.0,55850.0,56300.0
2020-11-06,53450.0,53950.0,55850.0,56300.0
2020-11-07,53450.0,53950.0,55850.0,56300.0
2020-11-08,53450.0,53950.0,55850.0,56300.0
2020-11-09,53450.0,53950.0,55850.0,56300.0
2020-11-10,53450.0,53950.0,55850.0,56300.0
2020-11-11,53450.0,53950.0,55850.0,56300.0
2020-11-12,53450.0,53950.0,55850.0,56300.0
2020-11-13,53950.0,54450.0,55900.0,56350.0
2020-11-14,53950.0,54450.0,55900.0,56350.0
2020-11-15,53950.0,54450.0,55900.0,56350.0
2020-11-16,53950.0,54450.0,55900.0,56350.0
2020-11-17,53950.0,54450.0,55900.0,56350.0
2020-11-18,53950.0,54450.0,55900.0,56350.0
2020-11-19,53950.0,54450.0,55900.0,56350.0
2020-11-20,53950.0,54450.0,55900.0,56350.0
2020-11-21,53950.0,54450.0,55900.0,56350.0
2020-11-22,53950.0,54450.0,55900.0,56350.0
2020-11-23,53950.0,54450.0,55900.0,56350.0
2020-11-24,53950.0,54450.0,55900.0,56350.0
2020-11-25,53950.0,54450.0,55900.0,56350.0
2020-11-26,53950.0,54450.0,55900.0,56350.0
2020-11-27,53950.0,54450.0,55900.0,56350.0
2020-11-28,53950.0,54450.0,55900.0,56350.0
2020-11-29,53950.0,54450.0,55900.0,56350.0
2020-11-30,53950.0,54450.0,55900.0,56350.0
2020-12-01,53950.0,54450.0,55900.0,56350.0
2020-12-02,53950.0,54450.0,55900.0,56350.0
2020-12-03,53400.0,53900.0,54450.0,55200.0
2020-12-04,53400.0,53900.0,54450.0,55200.0
2020-12-05,53400.0,53900.0,54450.0,55200.0
2020-12-06,53400.0,53900.0,54450.0,55200.0
2020-12-07,53400.0,53900.0,54450.0,55200.0
2020-12-08,53400.0,53900.0,54450.0,55200.0
2020-12-09,53400.0,53900.0,54450.0,55200.0
2020-12-10,53400.0,53900.0,54450.0,55200.0
2020-12-11,53400.0,53900.0,54450.0,55200.0
2020-12-12,53400.0,53900.0,54450.0,55200.0
2020-12-13,53400.0,53900.0,54450.0,55200.0
2020-12-14,53400.0,53900.0,54450.0,55200.0
2020-12-15,53600.0,54100.0,54550.0,55100.0
2020-12-16,53600.0,54100.0,54550.0,55100.0
2020-12-17,53600.0,54100.0,54550.0,55100.0
2020-12-18,53600.0,54100.0,54550.0,55100.0
2020-12-19,53600.0,54100.0,54550.0,55100.0
2020-12-20,53600.0,54100.0,54550.0,55100.0
2020-12-21,53600.0,54100.0,54550.0,55100.0
2020-12-22,53600.0,54100.0,54550.0,55100.0
2020-12-23,53600.0,54100.0,54550.0,55100.0
2020-12-24,53600.0,54100.0,54550.0,55100.0
2020-12-25,53600.0,54100.0,54550.0,55100.0
2020-12-26,53600.0,54100.0,54550.0,55100.0
2020-12-27,53600.0,54100.0,54550.0,55100.0
2020-12-28,53600.0,54100.0,54550.0,55100.0
2020-12-29,53600.0,54100.0,54550.0,55100.0
2020-12-30,53600.0,54100.0,54550.0,55100.0
2020-12-31,53600.0,54100.0,54550.0,55100.0
2021-01-01,53600.0,54100.0,54550.0,55100.0
2021-01-02,53600.0,54100.0,54550.0,55100.0
2021-01-03,53600.0,54100.0,54550.0,55100.0
2021-01-04,55250.0,55750.0,55800.0,56300.0
2021-01-05,55250.0,55750.0,55800.0,56300.0
2021-01-06,55250.0,55750.0,55800.0,56300.0
2021-01-07,55250.0,55750.0,55800.0,56300.0
2021-01-08,55250.0,55750.0,55800.0,56300.0
2021-01-09,55250.0,55750.0,55800.0,56300.0
2021-01-10,55250.0,55750.0,55800.0,56300.0
2021-01-11,55250.0,55750.0,55800.0,56300.0
2021-01-12,55250.0,55750.0,55800.0,56300.0
2021-01-13,55250.0,55750.0,55800.0,56300.0
2021-01-14,54850.0,55350.0,55900.0,56500.0
2021-01-15,54850.0,55350.0,55900.0,56500.0
2021-01-16,54850.0,55350.0,55900.0,56500.0
2021-01-17,54850.0,55350.0,55900.0,56500.0
2021-01-18,54850.0,55350.0,55900.0,56500.0
2021-01-19,54850.0,55350.0,55900.0,56500.0
2021-01-20,54850.0,55350.0,55900.0,56500.0
2021-01-21,54850.0,55350.0,55900.0,56500.0
2021-01-22,54850.0,55350.0,55900.0,56500.0
2021-01-23,54850.0,55350.0,55900.0,56500.0
2021-01-24,54850.0,55350.0,55900.0,56500.0
2021-01-25,54850.0,55350.0,55900.0,56500.0
2021-01-26,54850.0,55350.0,55900.0,56500.0
2021-01-27,54700.0,55200.0,56100.0,56600.0
2021-01-28,54700.0,55200.0,56100.0,56600.0
2021-01-29,54700.0,55200.0,56100.0,56600.0
2021-01-30,54700.0,55200.0,56100.0,56600.0
2021-01-31,54700.0,55200.0,56100.0,56600.0
2021-02-01,54700.0,55200.0,56100.0,56600.0
2021-02-02,54700.0,55200.0,56100.0,56600.0
2021-02-03,54700.0,55200.0,56100.0,56600.0
2021-02-04,54700.0,55200.0,56100.0,56600.0
2021-02-05,54700.0,55200.0,56100.0,56600.0
2021-02-06,54700.0,55200.0,56100.0,56600.0
2021-02-07,54700.0,55200.0,56100.0,56600.0
2021-02-08,54700.0,55200.0,56100.0,56600.0
2021-02-09,54700.0,55200.0,56100.0,56600.0
2021-02-10,54700.0,55200.0,56100.0,56600.0
2021-02-11,54700.0,55200.0,56100.0,56600.0
2021-02-12,54700.0,55200.0,56100.0,56600.0
2021-02-13,54700.0,55200.0,56100.0,56600.0
2021-02-14,54700.0,55200.0,56100.0,56600.0
2021-02-15,54700.0,55200.0,56100.0,56600.0
2021-02-16,54700.0,55200.0,56100.0,56600.0
2021-02-17,54700.0,55200.0,56100.0,56600.0
2021-02-18,54700.0,55200.0,56100.0,56600.0
2021-02-19,54700.0,55200.0,56100.0,56600.0
2021-02-20,54700.0,55200.0,56100.0,56600.0
2021-02-21,54700.0,55200.0,56100.0,56600.0
2021-02-22,54700.0,55200.0,56100.0,56600.0
2021-02-23,54700.0,55200.0,56100.0,56600.0
2021-02-24,54700.0,55200.0,56100.0,56600.0
2021-02-25,54700.0,55200.0,56100.0,56600.0
2021-02-26,54700.0,55200.0,56100.0,56600.0
2021-02-27,54700.0,55200.0,56100.0,56600.0
2021-02-28,54700.0,55200.0,56100.0,56600.0
2021-03-01,54700.0,55200.0,56100.0,56600.0
2021-03-02,54700.0,55200.0,56100.0,56600.0
2021-03-03,53600.0,55000.0,55750.0,56200.0
2021-03-04,53600.0,55000.0,55750.0,56200.0
2021-03-05,53600.0,55000.0,55750.0,56200.0
2021-03-06,53600.0,55000.0,55750.0,56200.0
2021-03-07,53600.0,55000.0,55750.0,56200.0
2021-03-08,53600.0,55000.0,55750.0,56200.0
2021-03-09,53600.0,55000.0,55750.0,56200.0
2021-03-10,53600.0,55000.0,55750.0,56200.0
2021-03-11,53600.0,55000.0,55750.0,56200.0
2021-03-12,53600.0,55000.0,55750.0,56200.0
2021-03-13,53600.0,55000.0,55750.0,56200.0
2021-03-14,53600.0,55000.0,55750.0,56200.0
2021-03-15,53600.0,55000.0,55750.0,56200.0
2021-03-16,53600.0,55000.0,55750.0,56200.0
2021-03-17,53600.0,55000.0,55750.0,56200.0
2021-03-18,53600.0,55000.0,55750.0,56200.0
2021-03-19,53600.0,55000.0,55750.0,56200.0
2021-03-20,53600.0,55000.0,55750.0,56200.0
2021-03-21,53600.0,55000.0,55750.0,56200.0
2021-03-22,51400.0,53400.0,55150.0,55600.0
2021-03-23,51400.0,53400.0,55150.0,55600.0
2021-03-24,51400.0,53400.0,55150.0,55600.0
2021-03-25,51400.0,53400.0,55150.0,55600.0
2021-03-26,51400.0,53400.0,55150.0,55600.0
2021-03-27,51400.0,53400.0,55150.0,55600.0
2021-03-28,51400.0,53400.0,55150.0,55600.0
2021-03-29,51400.0,53400.0,55150.0,55600.0
2021-03-30,51400.0,53400.0,55150.0,55600.0
2021-03-31,51400.0,53400.0,55150.0,55600.0
2021-04-01,51400.0,53400.0,55150.0,55600.0
2021-04-02,51400.0,53400.0,55150.0,55600.0
2021-04-03,51400.0,53400.0,55150.0,55600.0
2021-04-04,51400.0,53400.0,55150.0,55600.0
2021-04-05,51400.0,53400.0,55150.0,55600.0
2021-04-06,51400.0,53400.0,55150.0,55600.0
2021-04-07,51400.0,53400.0,55150.0,55600.0
2021-04-08,51400.0,53400.0,55150.0,55600.0
2021-04-09,51400.0,53400.0,55150.0,55600.0
2021-04-10,51400.0,53400.0,55150.0,55600.0
2021-04-11,51400.0,53400.0,55150.0,55600.0
2021-04-12,51400.0,53400.0,55150.0,55600.0
2021-04-13,51400.0,53400.0,55150.0,55600.0
2021-04-14,51400.0,53400.0,55150.0,55600.0
2021-04-15,51400.0,53400.0,55150.0,55600.0
2021-04-16,51400.0,53400.0,55150.0,55600.0
2021-04-17,52500.0,53250.0,55050.0,55450.0
2021-04-18,52500.0,53250.0,55050.0,55450.0
2021-04-19,52500.0,53250.0,55050.0,55450.0
2021-04-20,52500.0,53250.0,55050.0,55450.0
2021-04-21,52500.0,53250.0,55050.0,55450.0
2021-04-22,52500.0,53250.0,55050.0,55450.0
2021-04-23,52500.0,53250.0,55050.0,55450.0
2021-04-24,52500.0,53250.0,55050.0,55450.0
2021-04-25,52500.0,53250.0,55050.0,55450.0
2021-04-26,52500.0,53250.0,55050.0,55450.0
2021-04-27,52500.0,53250.0,55050.0,55450.0
2021-04-28,52500.0,53250.0,55050.0,55450.0
2021-04-29,52500.0,53250.0,55050.0,55450.0
2021-04-30,52500.0,53250.0,55050.0,55450.0
2021-05-01,52500.0,53250.0,55050.0,55450.0
2021-05-02,52500.0,53250.0,55050.0,55450.0
2021-05-03,52500.0,53250.0,55050.0,55450.0
2021-05-04,52500.0,53250.0,55050.0,55450.0
2021-05-05,52500.0,53250.0,55050.0,55450.0
2021-05-06,52500.0,53250.0,55050.0,55450.0
2021-05-07,52500.0,53250.0,55050.0,55450.0
2021-05-08,52200.0,53370.0,55600.0,55970.0
2021-05-09,52200.0,53370.0,55600.0,55970.0
2021-05-10,52200.0,53370.0,55600.0,55970.0
2021-05-11,52200.0,53370.0,55600.0,55970.0
2021-05-12,52200.0,53370.0,55600.0,55970.0
2021-05-13,52200.0,53370.0,55600.0,55970.0
2021-05-14,52200.0,53370.0,55600.0,55970.0
2021-05-15,52200.0,53370.0,55600.0,55970.0
2021-05-16,52200.0,53370.0,55600.0,55970.0
2021-05-17,52200.0,53370.0,55600.0,55970.0
2021-05-18,52200.0,53370.0,55600.0,55970.0
2021-05-19,52200.0,53370.0,55600.0,55970.0
2021-05-20,52200.0,53370.0,55600.0,55970.0
2021-05-21,52200.0,53370.0,55600.0,55970.0
2021-05-22,52700.0,53700.0,56050.0,56450.0
2021-05-23,52700.0,53700.0,56050.0,56450.0
2021-05-24,52700.0,53700.0,56050.0,56450.0
2021-05-25,52700.0,53700.0,56050.0,56450.0
2021-05-26,52700.0,53700.0,56050.0,56450.0
2021-05-27,52700.0,53700.0,56050.0,56450.0
2021-05-28,52700.0,53700.0,56050.0,56450.0
2021-05-29,52700.0,53700.0,56050.0,56450.0
2021-05-30,52700.0,53700.0,56050.0,56450.0
